ano;sigla_uf;sigla_uf_nome;id_municipio_nome;tipo_vinculo;vinculo_ativo_3112;tipo_admissao;mes_admissao;mes_desligamento;motivo_desligamento;tempo_emprego;quantidade_horas_contratadas;indicador_trabalho_parcial;indicador_trabalho_intermitente;valor_remuneracao_media;cnae_2_subclasse_descricao_secao;idade;grau_instrucao_apos_2005;sexo;raca_cor;tamanho_estabelecimento;natureza_juridica_descricao;indicador_simples;salario_hora;ln_salario_hora
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;3;Desligamento por Acordo Empregado e Empregador;84.5;44;Não;Não;2587.58;Indústrias De Transformação;58;MEDIO COMPL;Masculino;Branca;Zero;Sociedade Empresária Limitada;Sim;14.70215909090909;2.6879943599319214
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Reemprego;10;11;Término do contrato de trabalho.;1.4;44;Não;Não;1504.26;Indústrias De Transformação;27;MEDIO COMPL;Masculino;Parda;De 100 a 249;Sociedade Anônima Fechada;Não;8.546931818181818;2.1455723668713578
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;49.0;44;Não;Não;2184.87;Indústrias De Transformação;35;MEDIO COMPL;Masculino;Branca;De 5 a 9;Sociedade Empresária Limitada;Sim;12.414034090909091;2.518827614154042
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Reemprego;3;6;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;3.9;44;Não;Não;1796.71;Indústrias De Transformação;38;MEDIO COMPL;Masculino;Branca;Zero;Sociedade Empresária Limitada;Não;10.208579545454546;2.3232284986443337
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Reemprego;6;9;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;2.8;44;Não;Não;1274.18;Indústrias De Transformação;30;6. A 9. FUND;Masculino;Parda;De 100 a 249;Sociedade Anônima Fechada;Não;7.239659090909091;1.9795741183979931
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;2;0;;10.5;42;Não;Não;2049.06;Indústrias De Transformação;23;MEDIO INCOMP;Masculino;Parda;Até 4;Empresário (Individual);Sim;12.196785714285713;2.5011724509837814
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;11;0;;2.0;44;Não;Não;1900.0;Indústrias De Transformação;37;MEDIO COMPL;Feminino;Parda;Até 4;Sociedade Empresária Limitada;Sim;10.795454545454545;2.37912517011638
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;4;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;24.4;44;Não;Não;1481.34;Indústrias De Transformação;56;MEDIO COMPL;Feminino;Branca;De 5 a 9;Sociedade Empresária Limitada;Sim;8.416704545454545;2.130218367493177
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;3;0;;9.8;42;Não;Não;2510.24;Indústrias De Transformação;32;MEDIO COMPL;Masculino;Parda;Até 4;Empresário (Individual);Sim;14.94190476190476;2.7041696656813863
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;13.5;44;Não;Não;1616.93;Indústrias De Transformação;42;FUND COMPL;Feminino;Branca;De 5 a 9;Sociedade Empresária Limitada;Não;9.187102272727273;2.217800573558624
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;1;0;;11.6;44;Não;Não;2299.5;Indústrias De Transformação;25;MEDIO COMPL;Masculino;Parda;De 20 a 49;Sociedade Empresária Limitada;Não;13.065340909090908;2.5699629919418268
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;64.6;44;Não;Não;3086.18;Indústrias De Transformação;29;MEDIO COMPL;Masculino;Branca;De 100 a 249;Sociedade Empresária Limitada;Não;17.535113636363636;2.8642053641165455
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Reemprego;10;11;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;1.1;44;Não;Não;1190.0;Indústrias De Transformação;43;MEDIO COMPL;Feminino;Branca;Até 4;Sociedade Empresária Limitada;Sim;6.761363636363637;1.9112245910674233
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;23.0;44;Não;Não;1642.79;Indústrias De Transformação;36;MEDIO COMPL;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;9.33403409090909;2.2336672998574754
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;45.0;44;Não;Não;4831.8;Indústrias De Transformação;35;SUP. COMP;Feminino;Não identificado;De 20 a 49;Sociedade Empresária Limitada;Sim;27.45340909090909;3.3124903529914023
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;35.8;44;Não;Não;3272.77;Indústrias De Transformação;38;MEDIO COMPL;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;18.59528409090909;2.922908005072057
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;19.4;44;Não;Não;2094.3;Indústrias De Transformação;33;MEDIO COMPL;Feminino;Branca;Até 4;Empresário (Individual);Sim;11.899431818181819;2.4764906526063135
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;33.9;44;Não;Não;2364.89;Indústrias De Transformação;22;MEDIO INCOMP;Feminino;Parda;De 5 a 9;Sociedade Empresária Limitada;Sim;13.436874999999999;2.598002793178275
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Transferência sem Ônus;2;0;;11.0;44;Não;Não;1900.84;Indústrias De Transformação;56;MEDIO COMPL;Masculino;Não identificado;De 10 a 19;Sociedade Empresária Limitada;Sim;10.800227272727271;2.3795671776798004
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;21.5;44;Não;Não;2085.56;Indústrias De Transformação;29;MEDIO COMPL;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;11.849772727272727;2.472308688264115
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Reemprego;7;12;Rescisão sem justa causa por iniciativa do empregador.;4.9;44;Não;Não;1244.69;Indústrias De Transformação;29;MEDIO COMPL;Masculino;Branca;De 20 a 49;Sociedade Empresária Limitada;Sim;7.072102272727273;1.9561577868720736
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;3;Rescisão sem justa causa por iniciativa do empregador.;6.0;44;Não;Não;2725.47;Indústrias De Transformação;35;MEDIO COMPL;Masculino;Não identificado;De 10 a 19;Sociedade Empresária Limitada;Sim;15.485624999999999;2.739912174250954
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Reemprego;1;3;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;1.8;44;Não;Não;1343.23;Indústrias De Transformação;26;FUND COMPL;Masculino;Parda;Até 4;Sociedade Empresária Limitada;Sim;7.631988636363636;2.0323484451988123
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;3;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;15.4;44;Não;Não;2466.49;Indústrias De Transformação;31;MEDIO COMPL;Feminino;Parda;De 20 a 49;Sociedade Empresária Limitada;Sim;14.014147727272727;2.6400673712994274
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;5;Rescisão sem justa causa por iniciativa do empregador.;9.0;44;Não;Não;2060.76;Indústrias De Transformação;25;MEDIO COMPL;Masculino;Branca;De 100 a 249;Sociedade Anônima Fechada;Não;11.708863636363638;2.4603461307456196
